test_id,type,status,order_ok,order_error,onset_idx,onset_time_s,onset_value_N,min_force_idx,min_force_time_s,min_force_value_N,p1_idx,p1_time_s,p1_value_N,p2_idx,p2_time_s,p2_value_N,take_off_idx,take_off_time_s,take_off_value_N,landing_idx,landing_time_s,landing_value_N,key_points_count
69a00da47d1bd36d26708692,sj,ok,True,,,,,,,,,,,,,,2586,2.5793,310.00643294520313,2979,2.9713,488.93659932043664,5
69a00dc57d1bd36d26708693,sj,ok,True,,,,,,,,,,,,,,2451,2.452,292.0973048062462,2837,2.8381,475.4678208754119,8
69a00dd47d1bd36d26708694,sj,ok,True,,,,,,,,,,,,,,2378,2.378,286.9139870388529,2785,2.785,477.54502552469756,5
69a00de77d1bd36d26708695,sj,ok,True,,,,,,,,,,,,,,2437,2.4297,327.5061613267383,2837,2.8285,517.1474720837297,5
69a00f577d1bd36d2670869b,sj,ok,True,,,,,,,,,,,,,,2705,2.7007,186.72006751477076,2743,2.7386,256.84703439360766,5
69a00f6c7d1bd36d2670869c,sj,ok,True,,,,,,,,,,,,,,2033,2.0065,214.3786604324512,2338,2.3075,339.30468000507557,5
69a00f797d1bd36d2670869d,sj,ok,True,,,,,,,,,,,,,,2598,2.5892,194.89832073621878,2637,2.628,312.16800159761385,5
69a012147d1bd36d267086a4,sj,ok,True,,,,,,,,,,,,,,1958,1.9706,267.0276971328052,2306,2.3209,407.60503485297204,5
69a012217d1bd36d267086a5,sj,ok,True,,,,,,,,,,,,,,2431,2.4266,259.9380552803142,2787,2.782,417.8058113728736,5
69a0122e7d1bd36d267086a6,sj,ok,True,,,,,,,,,,,,,,2309,2.3108,256.1887801454563,2344,2.3459,407.0847598790843,5
69a012dc7d1bd36d267086aa,sj,ok,True,,,,,,,,,,,,,,2453,2.4393,260.8242181579878,2475,2.4612,390.72606372934644,5
69a012e87d1bd36d267086ab,sj,ok,True,,,,,,,,,,,,,,2269,2.2745,267.83528418181464,2294,2.2995,400.9973036697714,5
69a013767d1bd36d267086ae,sj,ok,True,,,,,,,,,,,,,,2439,2.4327,268.1143777403413,2462,2.4556,399.6946854360947,8
69a013a07d1bd36d267086af,sj,ok,True,,,,,,,,,,,,,,2209,2.2037,266.44622446582093,2521,2.515,418.0340708214444,5
69a014c77d1bd36d267086b3,sj,ok,True,,,,,,,,,,,,,,2188,2.1806,312.19476554620906,2583,2.5742,486.49516539320007,8
69a014e37d1bd36d267086b4,sj,ok,True,,,,,,,,,,,,,,2331,2.324,316.0419171397268,2736,2.7278,503.2000806051217,8
69a014fa7d1bd36d267086b5,sj,ok,True,,,,,,,,,,,,,,2147,2.1639,313.0175687548407,2528,2.5479,459.3879286989703,5
69a0151f7d1bd36d267086b6,sj,ok,True,,,,,,,,,,,,,,2177,2.17,301.3253896573987,2585,2.5767,423.76543586992636,5
69a0154b7d1bd36d267086b7,sj,ok,True,,,,,,,,,,,,,,1674,1.6747,339.8693369650902,2109,2.1098,475.916477569967,5
69a016557d1bd36d267086bb,sj,ok,True,,,,,,,,,,,,,,2291,2.28,282.6343250399385,2698,2.6851,457.22673788627094,8
69a0167b7d1bd36d267086bc,sj,ok,True,,,,,,,,,,,,,,2523,2.493,299.01196511657304,2953,2.9179,470.1620638554113,5
69a0168b7d1bd36d267086bd,sj,ok,True,,,,,,,,,,,,,,1702,1.6976,301.53453680933563,2101,2.0955,481.8474093718007,5
69a016977d1bd36d267086be,sj,ok,True,,,,,,,,,,,,,,,,,,,,2
69a018f37d1bd36d267086c2,sj,ok,True,,,,,,,,,,,,,,2460,2.4369,259.4969468323133,2869,2.8421,398.0620793040898,5
69a019047d1bd36d267086c3,sj,ok,True,,,,,,,,,,,,,,2063,2.0548,244.9085325655393,2483,2.4731,351.0933153762149,8
69a019127d1bd36d267086c4,sj,ok,True,,,,,,,,,,,,,,2041,2.0459,241.7261193021207,2456,2.4619,361.0494280409062,5
69a019ca7d1bd36d267086c8,sj,ok,True,,,,,,,,,,,,,,2317,2.305,255.7377915716012,2343,2.3308,396.25572546166273,5
69a019e07d1bd36d267086c9,sj,ok,True,,,,,,,,,,,,,,,,,,,,2
69a019e97d1bd36d267086ca,sj,ok,True,,,,,,,,,,,,,,2141,2.1528,246.7162714300425,2164,2.1759,370.9950238886425,5
69a01a067d1bd36d267086cb,sj,ok,True,,,,,,,,,,,,,,1961,1.9536,252.2877909943536,2233,2.2245,391.27612437924824,5
69a024969eed9d3f2a5187a3,sj,ok,True,,,,,,,,,,,,,,2146,2.1387,281.38260593610283,2539,2.5304,413.8526317973574,5
69a024c39eed9d3f2a5187a4,sj,ok,True,,,,,,,,,,,,,,1965,1.9607,296.7887302434282,2372,2.3668,446.2897063622223,5
69a024e99eed9d3f2a5187a5,sj,ok,True,,,,,,,,,,,,,,1825,1.8174,295.21784523585467,2241,2.2316,448.04389984334375,8
69a02eb16ec7b67d7d875380,sj,ok,True,,,,,,,,,,,,,,2357,2.3741,358.9598499594305,2828,2.8485,526.6312753145722,5
69a02ec26ec7b67d7d875381,sj,ok,True,,,,,,,,,,,,,,2141,2.1248,309.3339379088158,2608,2.5883,526.151512573328,8
69a02ecb6ec7b67d7d875382,sj,ok,True,,,,,,,,,,,,,,2013,2.0098,360.9051474341986,2454,2.4501,544.1617490766573,5
69a02f896ec7b67d7d875387,sj,ok,True,,,,,,,,,,,,,,2212,2.2036,312.1639064770277,2612,2.6021,474.05576081358777,5
69a02fab6ec7b67d7d875388,sj,ok,True,,,,,,,,,,,,,,2322,2.3137,304.81585100701005,2768,2.7581,489.2701927636759,5
69a02fb66ec7b67d7d875389,sj,ok,True,,,,,,,,,,,,,,2056,2.0298,286.6831050691772,2482,2.4504,445.6584974699525,5
69a030da6ec7b67d7d875390,sj,ok,True,,,,,,,,,,,,,,2037,2.0277,372.20968308396306,2468,2.4567,584.2740219216928,5
69a030ea6ec7b67d7d875391,sj,ok,True,,,,,,,,,,,,,,1973,2.0129,336.9143769205974,2420,2.4689,554.0527425561445,5
69a031056ec7b67d7d875392,sj,ok,True,,,,,,,,,,,,,,1655,1.6527,339.6839486724157,2032,2.0292,529.1652702446984,5
69a031136ec7b67d7d875393,sj,ok,True,,,,,,,,,,,,,,1746,1.7342,365.8253750170793,2114,2.0997,531.1430045430039,5
69a033406ec7b67d7d87539d,sj,ok,True,,,,,,,,,,,,,,2454,2.4452,306.8029062725555,2861,2.8507,490.27873109754904,5
69a0334d6ec7b67d7d87539e,sj,ok,True,,,,,,,,,,,,,,1724,1.7062,304.49522290706784,2156,2.1338,470.61807369659033,5
69a033596ec7b67d7d87539f,sj,ok,True,,,,,,,,,,,,,,,,,,,,2
69a033836ec7b67d7d8753a0,sj,ok,True,,,,,,,,,,,,,,,,,,,,2
69a0340f6ec7b67d7d8753a6,sj,ok,True,,,,,,,,,,,,,,2084,2.0853,300.6771087274096,2537,2.5385,406.9824365606951,5
69a034346ec7b67d7d8753a7,sj,ok,True,,,,,,,,,,,,,,,,,,,,2
69a0343f6ec7b67d7d8753a8,sj,ok,True,,,,,,,,,,,,,,,,,,,,2
69a0345b6ec7b67d7d8753a9,sj,ok,True,,,,,,,,,,,,,,2237,2.229,346.7832412090499,2281,2.2728,543.491109739612,5
69a03c4d6ec7b67d7d8753b0,sj,ok,True,,,,,,,,,,,,,,3280,3.257,481.2849101847822,3588,3.5629,782.224966926455,5
69a03c596ec7b67d7d8753b1,sj,ok,True,,,,,,,,,,,,,,3280,3.257,481.2849101847822,3588,3.5629,782.224966926455,5
69a03c7a6ec7b67d7d8753b2,sj,ok,True,,,,,,,,,,,,,,2476,2.4676,479.7650967869794,2790,2.7805,756.9072536563222,5
69a03caa6ec7b67d7d8753b3,sj,ok,True,,,,,,,,,,,,,,2817,2.7918,499.9545110743988,3121,3.0931,772.9105021900363,5
69a03cb76ec7b67d7d8753b4,sj,ok,True,,,,,,,,,,,,,,2339,2.3144,526.7359400375237,2574,2.547,834.622498166327,5
699c4c718e59d198a5550849,dj,ok,True,,,,,,,,,,,,,,2144,2.1312,384.3460365686823,2571,2.5557,942.829159216552,4
